StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific,Q104,superstition,Q106,religious,Q108,superlative,Q110,political,exi_1,avl_1,inv_1,avd_1,mot_1,vul_1,surprise_1,att.surprise,sen_1,att.evi,jus_1,att.jus,bet_1,voluntarism_1,double_1,really_1,consider_1,predict_1,context_1,age,gen,race,thought,text
2025-12-29 09:14:33,2025-12-29 09:18:43,0,86.179.68.249,100,249,1,2025-12-29 09:18:44,R_2ux6djArmkjPPlc,,,,,52.3325,-0.1844,anonymous,EN,1,5f626c68092fc82d0fb43326,4,If I walk on three drains I will have bad luck,,,,,5,,14,18,25,51,7,24,3,3,20,1,14,1,7,76,84,38,66,63,9,26,1,2,1,If I walk on three drains I will have bad luck
2025-12-29 09:12:54,2025-12-29 09:18:47,0,46.208.114.23,100,352,1,2025-12-29 09:18:48,R_2ywYkrj1KyFxwbv,,,,,54.4539,-6.383,anonymous,EN,1,60819ba1a8862e33495f8914,,,4,Will God punish me for doing wrong,,,,,37,28,12,46,11,38,56,3,24,1,36,1,34,61,48,59,76,38,40,33,2,2,1,Will God punish me for doing wrong
2025-12-29 09:12:55,2025-12-29 09:18:51,0,5.69.245.71,100,356,1,2025-12-29 09:18:52,R_8TtERJqJY87gF21,,,,,52.6413,1.2197,anonymous,EN,1,5d7a1fce27fb8a000196993e,4,When watching my favourite football team I never say things are going well or why if they are winning until after the final whistle.,,,,,,,100,0,75,80,27,88,41,3,20,1,88,1,22,96,11,74,65,76,7,49,2,2,1,When watching my favourite football team I never say things are going well or why if they are winning until after the final whistle.
2025-12-29 09:15:46,2025-12-29 09:19:00,0,24.216.76.78,100,193,1,2025-12-29 09:19:00,R_6J3H3hRSGA2D7be,,,,,38.6976,-90.3604,anonymous,EN,1,5ade0203066c510001d42abf,,,,,4,My son is the light of my heart . Everything he does makes my life brighter and more happy.,,,36,10,15,94,0,100,95,3,0,1,100,1,79,100,2,78,100,84,35,43,2,2,1,My son is the light of my heart . Everything he does makes my life brighter and more happy.
2025-12-29 09:07:10,2025-12-29 09:19:09,0,82.31.69.31,100,719,1,2025-12-29 09:19:10,R_2Qz9tTDqMvhbQAN,,,,,53.1758,-0.5515,anonymous,EN,1,614af433c9e63d38817c43dd,,,5,,4,My daughter is so perfect,,,14,100,10,6,59,14,100,3,20,1,100,1,100,100,34,100,93,29,100,30,1,2,1,My daughter is so perfect
2025-12-29 09:06:15,2025-12-29 09:19:14,0,99.101.40.32,100,778,1,2025-12-29 09:19:14,R_1tEwlOQNTt5Lg1F,,,,,32.6587,-97.1617,anonymous,EN,1,608c451be10e84b9fc005f3e,,,4,There is a God that shows love and mercy.,,,5,,0,79,51,0,82,100,0,3,0,2,94,1,100,100,0,100,100,74,0,,,,1,There is a God that shows love and mercy.
2025-12-29 09:10:51,2025-12-29 09:19:18,0,108.28.201.31,100,506,1,2025-12-29 09:19:18,R_5HSSEMEgsZcTP4R,,,,,39.0095,-76.9846,anonymous,EN,1,6287f4819c5fc8c4d48cc885,,,,,4,My relative is the most annoying household member.,,,0,62,2,14,75,86,100,3,3,1,100,1,100,55,0,100,63,14,2,29,2,3,1,My relative is the most annoying household member.
2025-12-29 09:08:51,2025-12-29 09:19:19,0,173.174.108.38,100,628,1,2025-12-29 09:19:19,R_7k4EhkmRGPAaVQ2,,,,,30.3773,-97.71,anonymous,EN,1,66a687ba84cf8dc543bc51b2,4,"If I don’t check the stove before I leave, my house will burn down",,,,,,,28,79,61,0,57,8,16,3,100,1,62,1,11,7,77,58,61,2,100,24,3,2,1,"If I don’t check the stove before I leave, my house will burn down"
2025-12-29 09:09:17,2025-12-29 09:19:21,0,86.1.131.151,100,604,1,2025-12-29 09:19:22,R_8mDuszMaDgNKGiJ,,,,,53.4907,-1.4254,anonymous,EN,1,5cd337d2b0531e00171f75b0,,,,,4,My previous Line Manager was a bully,,,0,87,22,0,100,0,100,3,0,1,99,1,100,100,0,100,100,59,0,63,1,9,1,My previous Line Manager was a bully
2025-12-29 09:11:13,2025-12-29 09:19:36,0,199.59.237.171,100,503,1,2025-12-29 09:19:37,R_7pSPRCIRtamFiCI,,,,,42.4682,-91.8808,anonymous,EN,1,6609eee271e2fa6407181949,,,4,"There is a God or Higher Power but he/she doesn't intervene in our individual lives.  ",,,,,64,17,25,67,67,67,65,3,58,1,79,1,74,69,34,77,84,32,64,62,1,2,1,"There is a God or Higher Power but he/she doesn't intervene in our individual lives.  "
2025-12-29 09:15:03,2025-12-29 09:19:44,0,76.36.221.99,100,280,1,2025-12-29 09:19:44,R_7pTedpS9MP3CyZz,,,,,35.7178,-78.8428,anonymous,EN,1,62029b00ef1cb18a1337c761,,,,,4,"my boss's boss is extremely privilaged and doesnt understand the effort and resources it takes to get where he is in life these days. ",,,62,20,44,7,80,12,62,3,81,1,86,1,79,93,31,70,77,62,15,31,1,2,1,"my boss's boss is extremely privilaged and doesnt understand the effort and resources it takes to get where he is in life these days. "
2025-12-29 09:15:27,2025-12-29 09:19:50,0,209.71.172.135,100,263,1,2025-12-29 09:19:50,R_3KZ9Bn8TRGgT6ys,,,,,42.4235,-88.6029,anonymous,EN,1,66b4d2ee1ac8c5e9060a6930,,,,,4,"My kids are the best kids I could ever ask for. ",,,92,100,15,85,0,100,90,3,5,1,100,1,100,97,0,100,20,93,0,43,1,2,1,"My kids are the best kids I could ever ask for. "
2025-12-29 09:07:37,2025-12-29 09:19:57,0,75.72.216.59,100,739,1,2025-12-29 09:19:58,R_5VmRlV4JJYJfNiJ,,,,,45.0058,-93.4193,anonymous,EN,1,5c7c73b6f48c6d0001f6f49c,5,,4,I've assessed my deeds as of late to not be pleasing in the sight of the Most High. I feel I've been acting out of alignment.,,,5,,0,100,82,0,21,92,100,3,78,1,100,1,100,100,0,100,100,17,34,31,2,4,1,I've assessed my deeds as of late to not be pleasing in the sight of the Most High. I feel I've been acting out of alignment.
2025-12-29 09:07:29,2025-12-29 09:19:59,0,82.32.181.78,100,750,1,2025-12-29 09:19:59,R_2oukOlkk2gpZVPk,,,,,51.5435,-0.1733,anonymous,EN,1,6277fb597942c07d74b16b98,,,4,I often think about how small we are in the universe and whether there is some higher power that created us or looks over us,,,,,82,0,0,4,58,25,0,3,100,2,63,1,22,80,76,34,68,0,81,,,,1,I often think about how small we are in the universe and whether there is some higher power that created us or looks over us
2025-12-29 09:08:36,2025-12-29 09:20:04,0,82.132.245.109,100,688,1,2025-12-29 09:20:05,R_8xXiqNB1obQTELP,,,,,52.547,-1.9396,anonymous,EN,1,665ee374604d2c5d4d858efd,,,,,4,"When I have watched my husband with my daughter playing I have thought wow I am so lucky to have a husband who is such a loving fun dad ",,,49,16,0,23,15,100,100,3,0,1,100,1,100,32,68,100,100,86,19,32,1,2,1,"When I have watched my husband with my daughter playing I have thought wow I am so lucky to have a husband who is such a loving fun dad "
2025-12-29 09:12:46,2025-12-29 09:20:07,0,107.197.157.100,100,440,1,2025-12-29 09:20:08,R_65QoRGZzFFprRc2,,,,,34.157,-77.9136,anonymous,EN,1,651ebcca48c60acc82f1f2bd,4,"That if I go on a beach when a thunderstorm is in the area, I have a good likelihood of getting struck by lightning",,,,,,,25,36,60,26,24,74,18,3,26,1,99,1,66,86,50,75,88,63,4,68,1,2,1,"That if I go on a beach when a thunderstorm is in the area, I have a good likelihood of getting struck by lightning"
2025-12-29 09:13:03,2025-12-29 09:20:08,0,46.203.160.175,100,424,1,2025-12-29 09:20:08,R_5C3zAzWw5h9q1Xi,,,,,39.0469,-77.4903,anonymous,EN,1,67d5d7068c0132f8de37783d,4,"If I say this out loud or get too confident about it, something will go wrong so I’d better keep it to myself.",,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,1,"If I say this out loud or get too confident about it, something will go wrong so I’d better keep it to myself."
2025-12-29 09:13:35,2025-12-29 09:20:08,0,73.129.66.14,100,392,1,2025-12-29 09:20:09,R_31GqyB3jljsyHnz,,,,,38.9172,-77.0709,anonymous,EN,1,62c08fa6cab36e3a08790b49,,,5,,,,4,"Does the weather ever impact the way we feel about ourselves and the world in which we live. Sometimes on a sunny day everything feels fine ",26,14,79,88,89,86,91,3,12,1,94,1,91,88,81,88,92,18,9,70,2,2,1,"Does the weather ever impact the way we feel about ourselves and the world in which we live. Sometimes on a sunny day everything feels fine "
2025-12-29 09:13:07,2025-12-29 09:20:15,0,65.186.14.72,100,428,1,2025-12-29 09:20:15,R_3eS6gFYA4mtpKQA,,,,,38.061,-87.5501,anonymous,EN,1,65f6e1abe3931d0da1de33dd,5,,4,Jesus died for our sins.,,,,,43,65,0,0,63,100,100,3,0,1,96,1,100,100,0,100,100,100,0,45,1,2,1,Jesus died for our sins.
2025-12-29 09:10:55,2025-12-29 09:20:16,0,174.237.95.193,100,560,1,2025-12-29 09:20:16,R_11GY3XRPbfFlgzJ,,,,,29.5531,-98.3598,anonymous,EN,1,664f846220375730049a406c,5,,,,4,"My wife is my greatest blessing ",,,29,89,0,16,99,97,79,3,0,1,87,1,88,100,0,96,93,93,21,63,2,2,1,"My wife is my greatest blessing "
2025-12-29 09:15:25,2025-12-29 09:20:17,0,86.156.153.224,100,292,1,2025-12-29 09:20:17,R_8PHrX96WNFZuaym,,,,,51.5164,-0.093,anonymous,EN,1,5bbc3d95f1f9ba000141d855,,,4,I wonder if my prayers would be answered,,,,,93,8,12,72,81,53,3,3,83,1,56,1,70,2,70,25,73,2,66,67,1,2,1,I wonder if my prayers would be answered
2025-12-29 09:09:13,2025-12-29 09:20:18,0,172.59.219.242,100,664,1,2025-12-29 09:20:18,R_6ycj6o3gqFE71kd,,,,,35.2426,-80.741,anonymous,EN,1,65d863e56337aa59292ccd66,,,,,4,"We've had one of the dumbest presidents of all time. ",,,0,100,84,73,100,100,100,3,1,1,99,1,100,100,0,100,82,65,31,34,1,4,1,"We've had one of the dumbest presidents of all time. "
2025-12-29 09:04:56,2025-12-29 09:20:20,0,89.242.86.140,100,924,1,2025-12-29 09:20:20,R_2w1cxP4aoAABuyK,,,,,51.5967,-0.1593,anonymous,EN,1,5f45882f55090e1a65935ffd,4,"If I step outside my front door with my right foot first, I will have better luck than if I use my left foot.",,,,,,,45,0,30,15,60,12,58,3,75,1,35,1,44,78,44,58,16,58,6,51,2,2,1,"If I step outside my front door with my right foot first, I will have better luck than if I use my left foot."
2025-12-29 09:08:40,2025-12-29 09:20:31,0,68.68.168.70,100,711,1,2025-12-29 09:20:31,R_6rZytdiOdcihH2z,,,,,38.6297,-84.5731,anonymous,EN,1,694572dcd37c15496645a188,,,,,4,"My daughter is beautiful in every way. ",5,,77,57,79,37,59,100,81,3,2,1,90,1,75,69,13,99,59,16,43,34,1,2,1,"My daughter is beautiful in every way. "
2025-12-29 09:14:58,2025-12-29 09:20:53,0,73.141.115.32,100,355,1,2025-12-29 09:20:54,R_74Qd6FbXxk6LNYt,,,,,39.9198,-75.399,anonymous,EN,1,5de92feac16a6b000e8add98,,,,,,,4,People should have to pass a civics test in order to vote.,0,83,86,7,91,99,100,3,86,1,93,1,93,99,0,100,100,15,0,41,2,2,1,People should have to pass a civics test in order to vote.
2025-12-29 09:16:24,2025-12-29 09:21:00,0,82.12.209.126,100,275,1,2025-12-29 09:21:00,R_2e4Q7jyESqIc7Yc,,,,,53.477,-2.9461,anonymous,EN,1,641358df8083e5bca1b04ff1,,,4,"Well I’m a Christian so I believe everyone who accepts Jesus as Savior goes to the afterlife ",,,,,76,79,82,75,78,28,61,3,83,1,63,1,90,90,41,84,94,68,65,22,2,2,1,"Well I’m a Christian so I believe everyone who accepts Jesus as Savior goes to the afterlife "
2025-12-29 09:10:47,2025-12-29 09:21:13,0,74.105.218.183,100,626,1,2025-12-29 09:21:14,R_52OZMEfP1dgxhet,,,,,40.852,-74.2842,anonymous,EN,1,60b3e6ad448226548d21fc4d,,,4,"Jews don't believe in heaven or hell. ",,,,,22,,80,,81,,,,80,1,90,2,,,58,,84,19,62,,,,1,"Jews don't believe in heaven or hell. "
2025-12-29 09:11:45,2025-12-29 09:21:20,0,86.129.235.162,100,575,1,2025-12-29 09:21:21,R_20jXQ0j10GLQHQ0,,,,,54.9749,-1.6451,anonymous,EN,1,5c6e60b04e08ad00018cc995,4,Opening an umbrella indoors is always considered unlucky although I know its not true.Throwing salt over your shoulder to ward off the devil,,,,,,,22,86,36,7,79,100,100,3,19,1,17,1,0,93,10,87,72,0,0,59,1,2,1,Opening an umbrella indoors is always considered unlucky although I know its not true.Throwing salt over your shoulder to ward off the devil
2025-12-29 09:14:56,2025-12-29 09:21:22,0,86.150.245.94,100,386,1,2025-12-29 09:21:22,R_8gtNZVrSJNJHC7s,,,,,51.5164,-0.093,anonymous,EN,1,609b0969f071a72e09556bf9,,,,,4,My child is the worse with the maths.,,,16,56,69,64,66,21,55,3,63,1,60,2,20,41,66,23,68,66,78,,,,1,My child is the worse with the maths.
2025-12-29 09:14:18,2025-12-29 09:21:39,0,109.181.39.100,100,440,1,2025-12-29 09:21:39,R_2dCNODRX4hM9cSR,,,,,57.6757,-2.9624,anonymous,EN,1,5e122c6d6887bc8b881c4426,,,5,,4,"Why is he such a bully ",,,86,11,50,14,67,61,99,3,79,1,98,1,95,100,0,100,14,84,3,74,2,2,1,"Why is he such a bully "
2025-12-29 09:19:06,2025-12-29 09:21:39,0,166.196.54.34,100,153,1,2025-12-29 09:21:39,R_6PnstbKALrjoakK,,,,,33.7485,-84.3871,anonymous,EN,1,666efed91a31f3c82021f11d,4,"If I walk under a ladder I will have bad luck ",,,,,,,,0,0,,,,,,,,0,2,,,,,,0,,,,,1,"If I walk under a ladder I will have bad luck "
2025-12-29 09:13:30,2025-12-29 09:21:47,0,216.205.119.223,100,497,1,2025-12-29 09:21:48,R_5kNzAVp0bKV8Act,,,,,42.3464,-71.0975,anonymous,EN,1,5d6349209b22da000117b1bd,,,,,4,My job is terrible,,,66,54,31,77,20,25,0,3,63,1,76,1,25,99,42,35,23,60,78,43,2,2,1,My job is terrible
2025-12-29 09:12:44,2025-12-29 09:21:54,0,192.70.238.194,100,550,1,2025-12-29 09:21:55,R_5FJQTH77sODV1zR,,,,,36.6703,-121.6593,anonymous,EN,1,64309be1d7d085ed8ee4c129,,,4,There might be a higher power that created everything around us. This higher power does not punish once living things cross over after death,,,,,26,18,72,24,71,93,83,3,87,1,82,1,70,100,0,94,77,81,18,31,2,3,1,There might be a higher power that created everything around us. This higher power does not punish once living things cross over after death
2025-12-29 09:11:44,2025-12-29 09:21:57,0,73.30.187.154,100,613,1,2025-12-29 09:21:58,R_3o5ONbdYazJa8fL,,,,,40.0356,-75.1763,anonymous,EN,1,566a19b57da035000fb39b89,4,"I don't walk under ladders. There is a belief that it can bring bad luck but also from a safety aspect, I just don't want to walk under it.",,,,,,,18,86,51,52,48,24,50,3,52,1,100,1,0,100,50,84,0,51,52,38,2,5,1,"I don't walk under ladders. There is a belief that it can bring bad luck but also from a safety aspect, I just don't want to walk under it."
2025-12-29 09:04:52,2025-12-29 09:21:59,0,92.21.199.52,100,1027,1,2025-12-29 09:22:01,R_8rv6tD0lKEQHpBn,,,,,51.5708,-0.1033,anonymous,EN,1,656896c5fc28619e730f3b8a,,,4,I often think about the impact on me of Jesus dying on the Cross for me and for everyone and then being raised from the dead 3 days later.,,,5,,14,100,85,30,80,94,100,3,87,1,100,1,100,20,0,100,100,62,0,64,2,2,1,I often think about the impact on me of Jesus dying on the Cross for me and for everyone and then being raised from the dead 3 days later.
2025-12-29 09:10:34,2025-12-29 09:22:05,0,67.1.117.151,100,691,1,2025-12-29 09:22:06,R_1opxL2QMN2Qggg5,,,,,32.2506,-110.884,anonymous,EN,1,6526c3297277ece1f3273549,5,,4,"Is there or is there not a God and what form does it take. Is there an actual entity responsible for the creation of all the things we know ",,,5,,8,0,41,0,0,0,0,3,100,1,74,1,50,100,0,50,89,50,0,76,2,2,1,"Is there or is there not a God and what form does it take. Is there an actual entity responsible for the creation of all the things we know "
2025-12-29 09:13:05,2025-12-29 09:22:09,0,98.115.93.57,100,543,1,2025-12-29 09:22:09,R_6mF3Ux8pY7byUCS,,,,,40.183,-74.911,anonymous,EN,1,607ddc576718114dea38841c,4,There was an old saying step on a crack break your mother's back. I avoid cracks when walking outdoors even though my mom is dead,,,,,,,0,27,100,0,11,0,31,3,97,1,64,1,83,100,63,86,100,0,59,61,1,2,1,There was an old saying step on a crack break your mother's back. I avoid cracks when walking outdoors even though my mom is dead
2025-12-29 09:08:49,2025-12-29 09:22:09,0,24.177.82.9,100,799,1,2025-12-29 09:22:10,R_62odBj6bJ2rcZsM,,,,,41.3948,-73.3214,anonymous,EN,1,6054e1ddb68b58dd23242765,5,,,,,,4,Monarchy had some virtues,12,100,95,0,85,0,18,3,100,1,100,1,57,100,72,31,49,0,20,38,2,9,1,Monarchy had some virtues
2025-12-29 09:16:49,2025-12-29 09:22:14,0,104.249.176.12,100,324,1,2025-12-29 09:22:15,R_3DpD37Me1uSS5aA,,,,,41.7387,-92.7332,anonymous,EN,1,63852fbf95d78ba25b99005e,5,,,,5,,4,I can't wait for the president to pass away.,39,,,2,91,23,86,3,,,8,2,13,55,0,100,100,75,46,,,,1,I can't wait for the president to pass away.
2025-12-29 09:04:15,2025-12-29 09:22:16,0,172.58.133.227,100,1081,1,2025-12-29 09:22:17,R_6n2cLE48eWd1XSv,,,,,25.9562,-80.1828,anonymous,EN,1,Prolific ID 717908,,,4,"Where science and technology leave off , is there a religious explanation? For instance, at the edge of the know universe is there something",,,,,79,14,23,16,67,16,58,3,68,1,76,1,39,77,61,41,85,64,76,76,2,2,1,"Where science and technology leave off , is there a religious explanation? For instance, at the edge of the know universe is there something"
2025-12-29 09:05:50,2025-12-29 09:22:19,0,45.67.197.48,100,988,1,2025-12-29 09:22:19,R_8gARJSvPJXMXSIe,,,,,51.4964,-0.1224,anonymous,EN,1,6664c7aa5c1c7846d3618f74,,,4,"Trust God’s plan, even when you can’t see the way.",,,,,9,91,94,15,14,95,74,3,66,1,94,1,92,21,6,92,86,77,10,27,1,4,1,"Trust God’s plan, even when you can’t see the way."
2025-12-29 09:18:00,2025-12-29 09:22:22,0,31.185.38.0,100,261,1,2025-12-29 09:22:22,R_81Y2tVNOyD32enx,,,,,52.6562,1.3277,anonymous,EN,1,66bbafb05de7e549455aa4ff,4,I don't like walking under ladders and signs as its unlucky,5,,,,5,,70,18,24,27,11,68,15,3,23,1,71,1,20,66,67,33,60,60,30,46,2,2,1,I don't like walking under ladders and signs as its unlucky
2025-12-29 09:03:47,2025-12-29 09:22:22,0,98.14.236.134,100,1114,1,2025-12-29 09:22:22,R_3f9RMSlsyW8aBa1,,,,,40.7015,-73.8422,anonymous,EN,1,638a66471585cb7583285740,,,4,"Sometimes I think about why I do the things I don't want to do, and why I don't do the thing that I want to do, when I want to serve God.",,,,,50,85,73,20,82,83,76,3,85,1,83,1,93,83,6,94,90,50,21,51,2,2,1,"Sometimes I think about why I do the things I don't want to do, and why I don't do the thing that I want to do, when I want to serve God."
2025-12-29 09:14:17,2025-12-29 09:22:33,0,81.151.33.172,100,496,1,2025-12-29 09:22:33,R_2yiiESVYUtSBiYF,,,,,51.3508,-1.9942,anonymous,EN,1,62e41888387197b61ec6eb6f,4,If I have a piece of good luck and it involves a number then I will buy a lottery ticket before the lucky phase fades.,,,,,,,6,75,8,2,7,29,5,3,31,1,4,1,1,100,77,35,78,8,76,60,2,2,1,If I have a piece of good luck and it involves a number then I will buy a lottery ticket before the lucky phase fades.
2025-12-29 09:06:18,2025-12-29 09:22:34,0,76.34.41.133,100,975,1,2025-12-29 09:22:34,R_5FzIwP7AY1gMv3S,,,,,38.2444,-85.6953,anonymous,EN,1,5add6b6aeb60400001536f2c,4,Can't help but think of superstitions at times; one incident happened that I believe was a real warning to me of something that did happen.,,,,,,,43,56,41,53,54,98,100,3,66,1,77,2,100,57,0,100,90,67,0,,,,1,Can't help but think of superstitions at times; one incident happened that I believe was a real warning to me of something that did happen.
2025-12-29 09:06:25,2025-12-29 09:22:44,0,76.108.190.79,100,979,1,2025-12-29 09:22:45,R_5SvCR9oSH1UVOa5,,,,,27.7906,-80.4807,anonymous,EN,1,66a2cad3faf4070bd7784a88,4,If a dark haired person is the first person to enter your house after the new year begins you will have bad luck.,,,,,,,89,88,2,11,100,1,1,3,32,1,21,1,6,92,94,3,3,4,97,62,1,2,1,If a dark haired person is the first person to enter your house after the new year begins you will have bad luck.
2025-12-29 09:12:59,2025-12-29 09:23:01,0,31.125.23.237,100,601,1,2025-12-29 09:23:01,R_2EhkXbgviltJg8D,,,,,52.8418,-1.4919,anonymous,EN,1,5bd2034025db7b000178ad8a,,,,,4,"My wife absolutely works her socks off for other people, often taking on more than she should.",,,3,99,55,1,89,10,100,3,60,1,83,1,0,33,0,100,99,96,2,67,2,2,1,"My wife absolutely works her socks off for other people, often taking on more than she should."
2025-12-29 09:11:37,2025-12-29 09:23:01,0,82.30.151.231,100,683,1,2025-12-29 09:23:02,R_8GlgIzXRrcOMkKx,,,,,54.5504,-1.2532,anonymous,EN,1,66dd8fd2905d609d29ccf008,,,4,"I think about the wonderful promise that is in store for obedient mankind, that it will be possible to live on  earth, forever with no death",,,,,0,100,100,99,100,100,100,3,59,1,100,1,100,100,0,100,100,100,0,67,1,2,1,"I think about the wonderful promise that is in store for obedient mankind, that it will be possible to live on  earth, forever with no death"
2025-12-29 09:07:13,2025-12-29 09:23:06,0,75.176.12.8,100,953,1,2025-12-29 09:23:07,R_3R3XuWuSAHJAwh7,,,,,35.2842,-80.8719,anonymous,EN,1,66763048455cd71b92b42d38,,,,,4,"My boss only thinks of themselves, never goes over how we are doing, the raises we got, etc. Wish they were in another department.",,,14,86,79,12,88,15,91,3,8,1,85,1,93,80,11,95,83,90,9,65,1,2,1,"My boss only thinks of themselves, never goes over how we are doing, the raises we got, etc. Wish they were in another department."
2025-12-29 09:12:26,2025-12-29 09:23:15,0,100.35.237.154,100,648,1,2025-12-29 09:23:15,R_3zphT7eqD8s6krT,,,,,40.7182,-74.0476,anonymous,EN,1,63d69e4d6648b39324fdf0ad,,,4,I believe there is a devil and God that exists.,,,,,30,58,3,0,31,1,35,3,93,1,78,1,24,51,82,62,73,8,84,33,2,5,1,I believe there is a devil and God that exists.
2025-12-29 09:12:58,2025-12-29 09:23:20,0,172.56.165.237,100,622,1,2025-12-29 09:23:21,R_1R24AOXx4ZkjSwf,,,,,40.6764,-73.8753,anonymous,EN,1,60f998b6c4b98974b766eb98,4,If i speak about something im looking forward too it may not come true,,,,,,,64,32,60,47,38,57,61,3,50,1,63,1,38,72,59,100,61,100,0,31,2,3,1,If i speak about something im looking forward too it may not come true
2025-12-29 09:17:53,2025-12-29 09:23:28,0,90.243.176.194,100,334,1,2025-12-29 09:23:28,R_8Ojczova4usXu2b,,,,,50.9973,-0.1053,anonymous,EN,1,6303b06e6c5c25b452b2d1e3,,,,,4,I have had the thought that my partner is the best because of how supportive they are,5,,0,73,95,,,71,85,3,49,2,100,1,92,,8,,64,,,,,,1,I have had the thought that my partner is the best because of how supportive they are
2025-12-29 09:18:32,2025-12-29 09:23:36,0,172.59.106.16,100,303,1,2025-12-29 09:23:36,R_3ekPeINzwaKe9qf,,,,,29.9813,-90.1663,anonymous,EN,1,5ec00f62cf12be40ea6fe344,,,,,4,My best friend has turned out to be the worst friend ever.,,,9,35,71,20,68,66,64,3,70,2,76,1,,21,16,95,98,27,40,,,,1,My best friend has turned out to be the worst friend ever.
2025-12-29 09:10:15,2025-12-29 09:23:55,0,67.173.12.26,100,819,1,2025-12-29 09:23:55,R_7HUNmYvU4oZSoq0,,,,,41.85,-87.7165,anonymous,EN,1,5e34325430e5263f0bebb32d,,,,,,,4,"I have thought about we should have a socialist global government where everyone has a basic universal income, healthcare, food and shelter.",0,81,68,0,78,23,22,3,49,1,100,1,79,0,0,100,100,0,8,71,2,2,1,"I have thought about we should have a socialist global government where everyone has a basic universal income, healthcare, food and shelter."
2025-12-29 09:17:30,2025-12-29 09:23:59,0,98.218.73.82,100,388,1,2025-12-29 09:24:00,R_1mgiRT2TPOxF4jV,,,,,39.6249,-75.8351,anonymous,EN,1,63ea4735e283a1670ea382f4,,,4,Is there a god?,,,,,63,21,8,33,87,64,17,3,36,1,76,1,20,75,39,18,83,42,61,34,1,2,1,Is there a god?
2025-12-29 09:06:46,2025-12-29 09:24:00,0,172.59.223.205,100,1034,1,2025-12-29 09:24:01,R_7qlkZD9Az6vhHfe,,,,,35.2522,-80.8263,anonymous,EN,1,5df434425a34252fff491695,,,,,4,My husband was a good man,,,93,100,0,0,100,100,97,3,92,1,96,1,100,100,0,100,0,5,0,57,1,4,1,My husband was a good man
2025-12-29 09:04:57,2025-12-29 09:24:01,0,68.173.230.43,100,1144,1,2025-12-29 09:24:02,R_5h5tDcnXSRGYRHP,,,,,40.7626,-73.8923,anonymous,EN,1,628f9cfbee6de7cc7322fecf,,,,,4,"I thought about my boss being the worst boss ever. He is harsh, rude, and privileged. He talks down to people and needs to be humbled.",,,13,81,63,81,41,96,100,3,67,1,57,1,100,39,1,100,100,70,15,31,2,9,1,"I thought about my boss being the worst boss ever. He is harsh, rude, and privileged. He talks down to people and needs to be humbled."
2025-12-29 09:13:05,2025-12-29 09:24:10,0,97.181.227.201,100,664,1,2025-12-29 09:24:10,R_1NxpZoHohVY0NIS,,,,,36.115,-115.2165,anonymous,EN,1,5a49d6a06d85f80001c25bc4,,,,,4,I thought that seeing sunset in the Arizona desert was one of the most beautiful places to see sunset in my life,,,18,30,8,0,31,41,21,3,18,1,100,1,100,67,0,95,44,30,29,61,1,2,1,I thought that seeing sunset in the Arizona desert was one of the most beautiful places to see sunset in my life
2025-12-29 09:16:53,2025-12-29 09:24:10,0,172.56.28.232,100,436,1,2025-12-29 09:24:10,R_31F2euJfydJbWtn,,,,,39.9943,-75.1181,anonymous,EN,1,5e00f9a211999fcea4169800,,,,,,,4,"I think Donald J Trump should be removed from the W.H in handcuffs. ",86,88,67,95,14,100,95,3,10,1,100,1,99,100,99,100,100,95,2,66,2,4,1,"I think Donald J Trump should be removed from the W.H in handcuffs. "
2025-12-29 09:23:24,2025-12-29 09:24:31,0,176.251.179.246,100,66,1,2025-12-29 09:24:31,R_2mJyhc9GTQkYQh3,,,,,51.9916,-0.7357,anonymous,EN,1,5e933bbce6812e6768a81eb9,5,,5,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,0,
2025-12-29 09:13:01,2025-12-29 09:24:56,0,75.185.209.140,100,714,1,2025-12-29 09:24:56,R_6dGRYSRLSVl3OMP,,,,,39.9401,-82.8965,anonymous,EN,1,5cfc7489e289a80016b6e29f,,,,,,,4,I've entertained the thought of redistributing the wealth so that everyone has the exact same amount of money.,3,59,55,10,23,4,0,3,90,1,100,1,100,87,94,74,84,8,77,30,2,2,1,I've entertained the thought of redistributing the wealth so that everyone has the exact same amount of money.
2025-12-29 09:11:42,2025-12-29 09:25:27,0,84.71.23.122,100,824,1,2025-12-29 09:25:27,R_8BtAeIGcMknRafd,,,,,51.4029,-1.3132,anonymous,EN,1,5da9a1659413e4001505d7f7,,,,,4,I sometimes think I'm lucky to have such a young wife who loves me. I often think about past relationships and what i went through.,,,4,85,31,18,92,95,100,3,11,1,25,1,100,100,0,100,8,6,0,66,2,2,1,I sometimes think I'm lucky to have such a young wife who loves me. I often think about past relationships and what i went through.
