StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific,Q136,geography,Q106,religious,Q134,number,Q110,political,Q138,maybe,mot_1,surprise_1,att.surprise,jus_1,att.jus,bet_1,double_1,consider_1,predict_1,context_1,Q146_1,att.sense,dishonest_1,Q150_1,serious_1,Q149_1,single_1,really_1,deeper_1,age,gen,race,PROLIFIC_PID,thought,text,FL_95_DO,FL_42_DO,FL_136_DO,FL_150_DO,FL_151_DO
2026-03-23 15:37:54,2026-03-23 15:43:28,0,24.144.186.64,100,333,1,2026-03-23 15:43:29,R_5r8ZLqNVhpNwOJP,,,,,40.8795,-79.93,anonymous,EN,1,65556d0f12432ce8e2fb05df,,,,,4,"I have always thought how fast the years ago. I think of how 12 months go slowly, but 0one year goes fast.",,,,,62,60,3,58,1,80,20,87,60,80,19,1,57,,37,,74,55,53,60,1,2,65556d0f12432ce8e2fb05df,1,"I have always thought how fast the years ago. I think of how 12 months go slowly, but 0one year goes fast.",FL_101|FL_137|FL_98|FL_99|FL_103,Prediction|Context-sensitivity|Beliefbecauseofevidence|Considered|Double-bookkeeping|Betting|FL_78|FL_80,FL_150|FL_143|Singlebookkeeping|Reallybelieve|Deepersense|FL_151,Dishonest,Serious
2026-03-23 15:32:11,2026-03-23 15:43:58,0,99.127.94.129,100,706,1,2026-03-23 15:43:59,R_15MuSQ53i1z43Yd,,,,,41.8733,-88.1163,anonymous,EN,1,6941fecd1524d44b87397275,,,,,4,"I have the thought about the number of food items that I have or need a lot, especially when grocery shopping. ",,,,,100,100,3,100,1,100,0,100,83,15,17,1,,0,,24,100,100,18,36,1,2,6941fecd1524d44b87397275,1,"I have the thought about the number of food items that I have or need a lot, especially when grocery shopping. ",FL_101|FL_99|FL_103|FL_137|FL_98,Context-sensitivity|Prediction|Considered|Beliefbecauseofevidence|Betting|FL_80|FL_78|Double-bookkeeping,FL_151|Deepersense|FL_143|FL_150|Singlebookkeeping|Reallybelieve,Dishonest2,Serious2
2026-03-23 15:33:15,2026-03-23 15:44:37,0,147.147.215.5,100,681,1,2026-03-23 15:44:37,R_8PTx7viYj5kR5f3,,,,,52.3836,-2.2687,anonymous,EN,1,5d86fbe77e54b0001a80fd8b,,,4,That maybe there is someone that watches over and helps when you need it if you believe it.,,,,,,,77,0,3,6,1,9,84,58,4,98,32,1,11,,,93,18,10,18,41,1,2,5d86fbe77e54b0001a80fd8b,1,That maybe there is someone that watches over and helps when you need it if you believe it.,FL_99|FL_137|FL_98|FL_103|FL_101,Betting|FL_78|Context-sensitivity|Considered|Beliefbecauseofevidence|Prediction|Double-bookkeeping|FL_80,FL_143|FL_151|Deepersense|Reallybelieve|FL_150|Singlebookkeeping,Dishonest,Serious2
2026-03-23 15:31:56,2026-03-23 15:46:16,0,99.6.64.127,100,859,1,2026-03-23 15:46:16,R_1sniqlQ03YSE6Wd,,,,,42.3313,-83.4656,anonymous,EN,1,69a6494d5f70a383c622d58d,4,"Surprisingly, Lansing is the capital of Michigan and not Detroit.",,,,,,,,,63,49,3,80,1,91,5,59,57,20,0,3,,0,,,100,,100,,,,69a6494d5f70a383c622d58d,1,"Surprisingly, Lansing is the capital of Michigan and not Detroit.",FL_98|FL_103|FL_99|FL_101|FL_137,FL_78|Prediction|Beliefbecauseofevidence|FL_80|Considered|Betting|Context-sensitivity|Double-bookkeeping,Deepersense|Singlebookkeeping|FL_150|FL_143|Reallybelieve|FL_151,Dishonest2,
2026-03-23 15:33:06,2026-03-23 15:47:02,0,76.27.216.61,100,836,1,2026-03-23 15:47:03,R_7tkIYPFWrz8zx5f,,,,,45.5472,-122.6417,anonymous,EN,1,666ba5dbfe88e54abe377e6e,4,How does the mountain topography affect the snow levels in Seattle?,,,,,,,,,86,84,3,89,1,70,36,81,37,70,8,1,11,,,5,88,85,86,66,1,4,666ba5dbfe88e54abe377e6e,1,How does the mountain topography affect the snow levels in Seattle?,FL_98|FL_99|FL_101|FL_103|FL_137,FL_80|FL_78|Considered|Prediction|Double-bookkeeping|Context-sensitivity|Betting|Beliefbecauseofevidence,Reallybelieve|Deepersense|FL_150|FL_143|Singlebookkeeping|FL_151,Dishonest,Serious2
2026-03-23 15:32:02,2026-03-23 15:48:06,0,172.56.166.17,100,964,1,2026-03-23 15:48:06,R_1fksiRj1IJMwtuj,,,,,40.6713,-73.8943,anonymous,EN,1,5be2f3db4616da00010def19,,,,,,,4,We should deport Democratic politicians who vote for weaker immigration policies.,,,8,7,3,63,1,0,89,78,19,78,31,1,17,,,72,95,77,84,45,1,2,5be2f3db4616da00010def19,1,We should deport Democratic politicians who vote for weaker immigration policies.,FL_103|FL_137|FL_98|FL_101|FL_99,FL_78|Double-bookkeeping|Prediction|Context-sensitivity|Beliefbecauseofevidence|Considered|FL_80|Betting,FL_150|Deepersense|Singlebookkeeping|Reallybelieve|FL_151|FL_143,Dishonest,Serious2
2026-03-23 15:33:14,2026-03-23 15:48:13,0,129.222.242.229,100,898,1,2026-03-23 15:48:14,R_3Bq3ckX2FFzlPgZ,,,,,40.7126,-74.0066,anonymous,EN,1,66520f31e4b5df0b6b365ed3,,,4,"God works in mysterious ways Revenge is mine saithe the lord, and turn the other cheek. ",,,,,,,84,98,3,84,1,98,7,96,75,94,4,1,,3,,0,76,98,98,48,1,5,66520f31e4b5df0b6b365ed3,1,"God works in mysterious ways Revenge is mine saithe the lord, and turn the other cheek. ",FL_99|FL_98|FL_101|FL_137|FL_103,Double-bookkeeping|Prediction|FL_80|Considered|Beliefbecauseofevidence|FL_78|Betting|Context-sensitivity,FL_151|Deepersense|Singlebookkeeping|FL_150|Reallybelieve|FL_143,Dishonest2,Serious2
2026-03-23 15:32:57,2026-03-23 15:48:16,0,31.94.34.255,100,919,1,2026-03-23 15:48:17,R_2an1GHTVYHJfXDE,,,,,51.5591,-0.2283,anonymous,EN,1,5996d2256b939900012d9f22,,,,,,,4,That medical treatment should be restricted to pedophiles and murderers.,,,23,25,3,97,1,77,51,92,68,82,0,3,12,,,,100,82,74,,,,5996d2256b939900012d9f22,1,That medical treatment should be restricted to pedophiles and murderers.,FL_103|FL_137|FL_101|FL_98|FL_99,Context-sensitivity|Prediction|Betting|FL_80|Double-bookkeeping|Beliefbecauseofevidence|Considered|FL_78,Reallybelieve|Singlebookkeeping|FL_150|Deepersense|FL_143|FL_151,Dishonest,
2026-03-23 15:40:10,2026-03-23 15:50:11,0,136.226.168.118,100,600,1,2026-03-23 15:50:11,R_2vkQ4sM6g000Xjc,,,,,51.5081,-0.1278,anonymous,EN,1,612adba08b8235b31539c704,,,,,4,"My step count yesterday was 16,000.",,,,,92,67,3,99,1,94,12,71,45,16,2,1,,5,,4,82,94,93,34,1,2,612adba08b8235b31539c704,1,"My step count yesterday was 16,000.",FL_101|FL_137|FL_98|FL_103|FL_99,Context-sensitivity|Double-bookkeeping|FL_80|Prediction|Considered|Beliefbecauseofevidence|Betting|FL_78,Singlebookkeeping|FL_151|FL_143|Deepersense|Reallybelieve|FL_150,Dishonest2,Serious2
2026-03-23 15:32:50,2026-03-23 15:51:09,0,5.151.91.115,100,1098,1,2026-03-23 15:51:09,R_2kdBYafc04gXzY0,,,,,53.7945,-1.5524,anonymous,EN,1,6992fa179340812ded794c44,,,,,4,"I think my cousin will have many children after marriage. There are many stars in the sky. ",,,,,57,22,3,74,1,89,64,58,85,90,35,3,,,,25,,,,,,,6992fa179340812ded794c44,1,"I think my cousin will have many children after marriage. There are many stars in the sky. ",FL_101|FL_99|FL_103|FL_98|FL_137,Prediction|FL_80|FL_78|Betting|Double-bookkeeping|Beliefbecauseofevidence|Context-sensitivity|Considered,FL_151|FL_143|FL_150|Deepersense|Reallybelieve|Singlebookkeeping,,Serious2
2026-03-23 15:32:46,2026-03-23 15:52:36,0,73.114.123.57,100,1189,1,2026-03-23 15:52:36,R_7eWVe5sMVaySRq2,,,,,44.5068,-73.0884,anonymous,EN,1,69a1107fdd47609780603ffe,,,4,I think about things like karma (what goes around comes around) and occasionally contemplate whether a higher power exists.,,,,,,,95,96,3,95,1,100,0,92,92,4,0,1,,0,94,,97,100,91,56,1,5,69a1107fdd47609780603ffe,1,I think about things like karma (what goes around comes around) and occasionally contemplate whether a higher power exists.,FL_99|FL_137|FL_98|FL_101|FL_103,FL_78|Prediction|Considered|Context-sensitivity|FL_80|Betting|Double-bookkeeping|Beliefbecauseofevidence,FL_151|Deepersense|FL_150|Reallybelieve|Singlebookkeeping|FL_143,Dishonest2,Serious
2026-03-23 15:32:50,2026-03-23 15:52:47,0,38.248.253.12,100,1197,1,2026-03-23 15:52:48,R_1jUaFzxG0KTpLpi,,,,,33.4532,-112.0748,anonymous,EN,1,69921c2d246369eea5fd6d19,,,,,,,4,"I was like, what if we just scrapped all political parties and started fresh from zero, building everything from the ground up to labels?",,,77,97,3,82,1,96,62,12,74,88,0,2,38,,,82,28,32,81,,,,69921c2d246369eea5fd6d19,1,"I was like, what if we just scrapped all political parties and started fresh from zero, building everything from the ground up to labels?",FL_103|FL_98|FL_137|FL_101|FL_99,FL_80|FL_78|Considered|Prediction|Betting|Context-sensitivity|Beliefbecauseofevidence|Double-bookkeeping,Deepersense|Singlebookkeeping|FL_151|Reallybelieve|FL_150|FL_143,Dishonest,Serious2
2026-03-23 15:33:15,2026-03-23 15:54:45,0,174.71.125.195,100,1290,1,2026-03-23 15:54:45,R_586h5AIdLIf7XG1,,,,,41.2854,-96.1494,anonymous,EN,1,6986341cdd0eab263d42bb2a,,,,,4,My son married the oldest of 10 children.,,,,,1,100,3,50,1,100,4,3,96,1,2,1,0,,100,,100,100,100,60,1,2,6986341cdd0eab263d42bb2a,1,My son married the oldest of 10 children.,FL_101|FL_98|FL_137|FL_99|FL_103,FL_80|Context-sensitivity|Double-bookkeeping|Beliefbecauseofevidence|Prediction|Betting|Considered|FL_78,Singlebookkeeping|FL_143|FL_151|Deepersense|FL_150|Reallybelieve,Dishonest,Serious
2026-03-23 15:31:24,2026-03-23 15:57:20,0,159.118.106.100,100,1555,1,2026-03-23 15:57:20,R_1pGAxPhrvcCvIbf,,,,,30.3557,-89.1655,anonymous,EN,1,66d1fdd400acfdbc181f41e0,,,,,,,4,"I have pondered and wondered if communism under the right conditions would ever work.  ",,,26,9,3,84,1,34,46,64,11,61,44,1,,0,,25,60,20,61,51,2,2,66d1fdd400acfdbc181f41e0,1,"I have pondered and wondered if communism under the right conditions would ever work.  ",FL_103|FL_98|FL_101|FL_99|FL_137,Prediction|Double-bookkeeping|FL_80|FL_78|Considered|Context-sensitivity|Betting|Beliefbecauseofevidence,Reallybelieve|FL_143|Singlebookkeeping|FL_150|FL_151|Deepersense,Dishonest2,Serious2
2026-03-23 15:31:09,2026-03-23 15:57:44,0,24.147.58.40,100,1594,1,2026-03-23 15:57:44,R_6AkYO3Ht0ndcARr,,,,,41.4568,-72.8245,anonymous,EN,1,665e04a012a4725a4670570d,,,,,,,,,4,Water is not wet.  Water causes things to become wet.,90,68,3,26,1,84,0,68,0,0,95,1,3,,99,,69,100,21,45,2,2,665e04a012a4725a4670570d,1,Water is not wet.  Water causes things to become wet.,FL_137|FL_101|FL_99|FL_98|FL_103,Prediction|Double-bookkeeping|FL_80|Context-sensitivity|Beliefbecauseofevidence|Betting|FL_78|Considered,Reallybelieve|Deepersense|FL_143|Singlebookkeeping|FL_150|FL_151,Dishonest,Serious
2026-03-23 15:33:06,2026-03-23 15:58:37,0,172.58.241.62,100,1530,1,2026-03-23 15:58:38,R_1v5iBIg4J08mMnL,,,,,39.0462,-77.1195,anonymous,EN,1,63d7b1a77e23b5460ab88069,5,,5,,5,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,63d7b1a77e23b5460ab88069,0,,FL_103|FL_99|FL_98|FL_101|FL_137,,,,
2026-03-23 15:55:40,2026-03-23 15:58:40,0,77.97.207.46,100,180,1,2026-03-23 15:58:40,R_25BBUYPtRlVEW53,,,,,55.9495,-3.1983,anonymous,EN,1,5e9779d5f867330e192fe7e5,,,4,Life may or may not hold purpose.,5,,,,,,12,54,3,64,1,82,56,86,15,74,5,1,,4,74,,53,80,89,36,1,2,5e9779d5f867330e192fe7e5,1,Life may or may not hold purpose.,FL_101|FL_99|FL_137|FL_98|FL_103,Beliefbecauseofevidence|FL_78|Considered|Prediction|FL_80|Context-sensitivity|Double-bookkeeping|Betting,FL_143|FL_150|Deepersense|Reallybelieve|Singlebookkeeping|FL_151,Dishonest2,Serious
2026-03-23 15:56:45,2026-03-23 15:59:33,0,155.186.141.109,100,168,1,2026-03-23 15:59:33,R_1dv1ybGKU1oTXD8,,,,,33.553,-84.2338,anonymous,EN,1,69bdec51049c18cf2dd31349,,,4,People are inherently bad and no religion could help them be better,,,,,,,76,30,3,69,1,23,100,68,79,81,30,2,33,,,,,70,31,,,,69bdec51049c18cf2dd31349,1,People are inherently bad and no religion could help them be better,FL_99|FL_137|FL_101|FL_103|FL_98,Context-sensitivity|FL_80|FL_78|Considered|Beliefbecauseofevidence|Betting|Double-bookkeeping|Prediction,FL_150|Reallybelieve|Deepersense|FL_143|Singlebookkeeping|FL_151,Dishonest,
2026-03-23 15:55:48,2026-03-23 15:59:36,0,192.42.89.168,100,227,1,2026-03-23 15:59:36,R_6aLQyg4LtAmRce5,,,,,42.2958,-71.3018,anonymous,EN,1,69c189244fa077aedd2ad997,,,4,"I sometimes wonder if there's an afterlife ",,,,,,,57,0,3,32,1,12,69,71,13,38,24,1,33,,28,,30,30,35,20,1,5,69c189244fa077aedd2ad997,1,"I sometimes wonder if there's an afterlife ",FL_99|FL_103|FL_101|FL_137|FL_98,Considered|FL_78|Betting|Prediction|FL_80|Double-bookkeeping|Beliefbecauseofevidence|Context-sensitivity,Reallybelieve|FL_151|Deepersense|FL_143|FL_150|Singlebookkeeping,Dishonest,Serious
2026-03-23 15:55:49,2026-03-23 15:59:36,0,194.233.156.103,100,226,1,2026-03-23 15:59:36,R_2KW0lBq0pClR8u6,,,,,51.4964,-0.1224,anonymous,EN,1,664a5be05bc29332beb2fced,4,Jakarta is the caiptal city of Indonesia,,,,,,,,,100,100,3,100,1,100,0,100,23,0,0,3,,,,,,,,,,,664a5be05bc29332beb2fced,1,Jakarta is the caiptal city of Indonesia,FL_98|FL_103|FL_137|FL_101|FL_99,Double-bookkeeping|Beliefbecauseofevidence|FL_78|Context-sensitivity|FL_80|Betting|Prediction|Considered,FL_143|Singlebookkeeping|Reallybelieve|FL_151|Deepersense|FL_150,,
2026-03-23 15:55:47,2026-03-23 15:59:38,0,81.159.238.233,100,231,1,2026-03-23 15:59:39,R_2HH2fs9iTPYC7pS,,,,,53.5496,-2.2959,anonymous,EN,1,5d4da26120b0dc0016bb065b,,,,,4,"How many stars are in the aky compared to the few I can see ",,,,,78,36,3,75,1,80,25,83,14,67,20,1,,30,72,,77,70,73,45,1,2,5d4da26120b0dc0016bb065b,1,"How many stars are in the aky compared to the few I can see ",FL_101|FL_137|FL_103|FL_99|FL_98,Betting|FL_78|Beliefbecauseofevidence|Prediction|Considered|Context-sensitivity|Double-bookkeeping|FL_80,FL_143|Deepersense|FL_151|Reallybelieve|FL_150|Singlebookkeeping,Dishonest2,Serious
2026-03-23 15:55:33,2026-03-23 15:59:57,0,5.181.107.84,100,264,1,2026-03-23 15:59:57,R_2hF5DFIpLtH7vZT,,,,,51.2869,-2.4543,anonymous,EN,1,677456e45334feb4084dee1b,,,,,,,,,4,Forestry as an industry has been abused and blamed by green activist groups without a shred of truth in their claims.,100,100,3,100,1,100,10,91,75,34,49,1,0,,94,,100,95,100,45,2,2,677456e45334feb4084dee1b,1,Forestry as an industry has been abused and blamed by green activist groups without a shred of truth in their claims.,FL_137|FL_99|FL_103|FL_98|FL_101,Considered|Double-bookkeeping|Beliefbecauseofevidence|FL_78|Prediction|Context-sensitivity|Betting|FL_80,Reallybelieve|FL_151|Deepersense|FL_150|FL_143|Singlebookkeeping,Dishonest,Serious
2026-03-23 15:55:56,2026-03-23 16:00:10,0,109.151.140.254,100,254,1,2026-03-23 16:00:11,R_2SwPZhvg3FHpwEZ,,,,,50.209,-5.0955,anonymous,EN,1,62eac867210f0e2e8d322d44,,,,,4,"How many days until my next holiday abroad. ",,,,,95,94,3,95,1,99,0,94,0,15,14,1,,1,,3,0,98,19,55,1,2,62eac867210f0e2e8d322d44,1,"How many days until my next holiday abroad. ",FL_101|FL_99|FL_98|FL_137|FL_103,Double-bookkeeping|Betting|FL_80|Context-sensitivity|Considered|FL_78|Beliefbecauseofevidence|Prediction,FL_151|Reallybelieve|Deepersense|FL_150|FL_143|Singlebookkeeping,Dishonest2,Serious2
2026-03-23 15:55:31,2026-03-23 16:00:24,0,24.158.220.96,100,293,1,2026-03-23 16:00:24,R_1tDSTCenqXiznTX,,,,,30.4941,-90.4751,anonymous,EN,1,6983ac5265ea18163cd9befe,,,4,"Religion has been a focal point for all the wars in our history. ",,,,,,,72,74,3,82,1,81,11,65,54,17,34,1,,13,,20,66,78,74,22,1,2,6983ac5265ea18163cd9befe,1,"Religion has been a focal point for all the wars in our history. ",FL_99|FL_98|FL_103|FL_137|FL_101,Context-sensitivity|Double-bookkeeping|Betting|FL_78|Considered|Prediction|Beliefbecauseofevidence|FL_80,Reallybelieve|Singlebookkeeping|FL_150|Deepersense|FL_151|FL_143,Dishonest2,Serious2
2026-03-23 15:55:45,2026-03-23 16:01:06,0,174.211.225.62,100,320,1,2026-03-23 16:01:06,R_1E5f37kXS8RGGRt,,,,,27.9947,-81.7381,anonymous,EN,1,6777d289f3eaa43bfd9c878c,,,4,Does Jesus forgive murders and rapists,,,,,,,26,50,3,73,1,24,32,71,19,29,49,1,30,,72,,60,67,75,34,2,2,6777d289f3eaa43bfd9c878c,1,Does Jesus forgive murders and rapists,FL_99|FL_98|FL_103|FL_137|FL_101,FL_78|Double-bookkeeping|Beliefbecauseofevidence|Betting|FL_80|Considered|Context-sensitivity|Prediction,FL_143|FL_151|Singlebookkeeping|Reallybelieve|FL_150|Deepersense,Dishonest,Serious
2026-03-23 15:55:41,2026-03-23 16:01:05,0,92.29.22.250,100,323,1,2026-03-23 16:01:07,R_8UWO2RTZxHiWn6h,,,,,53.7668,-2.7217,anonymous,EN,1,58efec0c95e1480001305bd2,,,,,4,how many planets and galaxies are out there?,,,,,69,100,3,99,1,100,0,88,60,7,0,1,0,,,0,100,100,99,54,1,2,58efec0c95e1480001305bd2,1,how many planets and galaxies are out there?,FL_101|FL_98|FL_137|FL_103|FL_99,Context-sensitivity|Beliefbecauseofevidence|Considered|FL_78|Prediction|Double-bookkeeping|Betting|FL_80,FL_150|Deepersense|FL_143|Singlebookkeeping|FL_151|Reallybelieve,Dishonest,Serious2
2026-03-23 15:56:05,2026-03-23 16:01:07,0,172.5.248.32,100,302,1,2026-03-23 16:01:08,R_7CBzTCQk5zGdlZT,,,,,38.5376,-121.7402,anonymous,EN,1,66059fee43339868e5634461,,,,,,,,,4,"Third album of Radiohead, OK Computer, is their best album imho.",50,44,3,87,1,100,0,88,0,17,0,1,,0,100,,100,100,100,53,2,2,66059fee43339868e5634461,1,"Third album of Radiohead, OK Computer, is their best album imho.",FL_137|FL_98|FL_103|FL_101|FL_99,Double-bookkeeping|Betting|Beliefbecauseofevidence|Context-sensitivity|FL_78|FL_80|Prediction|Considered,FL_150|Singlebookkeeping|Reallybelieve|Deepersense|FL_143|FL_151,Dishonest2,Serious
2026-03-23 15:56:48,2026-03-23 16:01:12,0,92.237.239.40,100,263,1,2026-03-23 16:01:12,R_2iD4v9RumPyvTE9,,,,,52.5876,-1.9828,anonymous,EN,1,5e2f105f1e95ae04af6b0aaa,,,,,4,We have four pets - two cats two dogs,,,,,94,100,3,97,1,100,4,30,6,2,3,1,2,,100,,98,100,92,46,1,2,5e2f105f1e95ae04af6b0aaa,1,We have four pets - two cats two dogs,FL_101|FL_103|FL_98|FL_99|FL_137,Beliefbecauseofevidence|Considered|Betting|FL_80|Prediction|FL_78|Double-bookkeeping|Context-sensitivity,Deepersense|FL_151|FL_150|FL_143|Singlebookkeeping|Reallybelieve,Dishonest,Serious
2026-03-23 15:55:35,2026-03-23 16:01:15,0,95.144.156.9,100,340,1,2026-03-23 16:01:15,R_2SmEEKdewaK0sTL,,,,,55.4163,-4.505,anonymous,EN,1,673f6ffebce20832346325de,4,I thought about the world and the geographical locations of these places. I pictured a map in my mind then focused on where these places are,,,,,,,,,100,100,3,80,1,100,0,82,0,86,0,2,,0,,,,100,0,,,,673f6ffebce20832346325de,1,I thought about the world and the geographical locations of these places. I pictured a map in my mind then focused on where these places are,FL_98|FL_137|FL_103|FL_101|FL_99,FL_78|Context-sensitivity|Beliefbecauseofevidence|Double-bookkeeping|Considered|Prediction|FL_80|Betting,Reallybelieve|FL_150|Deepersense|FL_143|Singlebookkeeping|FL_151,Dishonest2,
2026-03-23 15:56:03,2026-03-23 16:01:19,0,185.124.3.5,100,315,1,2026-03-23 16:01:19,R_8effkmUkNKJo5P8,,,,,51.6702,-3.2068,anonymous,EN,1,572230173fbc810011c58a38,4,how big is Canada,,,,,,,,,52,53,3,77,1,50,50,80,2,50,60,1,22,,,32,66,73,50,40,1,2,572230173fbc810011c58a38,1,how big is Canada,FL_98|FL_103|FL_101|FL_137|FL_99,Considered|FL_80|Prediction|Betting|Double-bookkeeping|FL_78|Beliefbecauseofevidence|Context-sensitivity,Deepersense|Singlebookkeeping|FL_150|FL_143|Reallybelieve|FL_151,Dishonest,Serious2
2026-03-23 15:57:44,2026-03-23 16:01:26,0,71.56.86.245,100,222,1,2026-03-23 16:01:27,R_7e4jpCbSFAFY8bD,,,,,34.024,-84.2396,anonymous,EN,1,6999e30f8bca89eec3cb088f,,,,,4,There are 393 people in my grade at school,,,,,100,79,3,100,1,90,44,57,56,0,0,1,,0,100,,82,100,100,18,1,9,6999e30f8bca89eec3cb088f,1,There are 393 people in my grade at school,FL_101|FL_103|FL_137|FL_99|FL_98,Betting|Considered|FL_80|Double-bookkeeping|Prediction|FL_78|Context-sensitivity|Beliefbecauseofevidence,FL_150|Singlebookkeeping|FL_151|Deepersense|Reallybelieve|FL_143,Dishonest2,Serious
2026-03-23 15:56:22,2026-03-23 16:01:51,0,71.76.188.240,100,328,1,2026-03-23 16:01:51,R_3okklinwOhTmBuD,,,,,35.971,-80.0079,anonymous,EN,1,69463c082e84856b814df05b,,,,,,,,,4,Honey never spoils.,100,100,3,86,1,100,0,61,0,0,0,1,,50,100,,50,100,100,77,1,2,69463c082e84856b814df05b,1,Honey never spoils.,FL_137|FL_99|FL_101|FL_103|FL_98,Betting|Prediction|Context-sensitivity|FL_80|Double-bookkeeping|Considered|FL_78|Beliefbecauseofevidence,Deepersense|FL_150|Singlebookkeeping|Reallybelieve|FL_143|FL_151,Dishonest2,Serious
2026-03-23 15:56:02,2026-03-23 16:01:56,0,172.56.103.208,100,354,1,2026-03-23 16:01:56,R_5GdRNzIccjQZ1U5,,,,,28.0206,-82.4574,anonymous,EN,1,69b43900b2c5ae36c54d6372,,,,,,,,,4,The titanic sunk in 1912,72,91,3,31,1,100,0,4,73,100,1,1,,0,,0,84,100,89,66,1,2,69b43900b2c5ae36c54d6372,1,The titanic sunk in 1912,FL_137|FL_99|FL_103|FL_101|FL_98,Beliefbecauseofevidence|Double-bookkeeping|Context-sensitivity|Considered|Betting|FL_78|Prediction|FL_80,FL_143|Deepersense|FL_150|FL_151|Singlebookkeeping|Reallybelieve,Dishonest2,Serious2
2026-03-23 15:57:47,2026-03-23 16:01:57,0,174.49.39.180,100,249,1,2026-03-23 16:01:58,R_1puRdhW0BRHGVDY,,,,,36.1868,-86.5067,anonymous,EN,1,69c13c0ad9ea03501703d527,,,,,,,,,4,"Tomatoes are a fruit. ",73,66,3,93,1,70,84,67,14,87,51,1,,25,,30,75,32,68,24,1,2,69c13c0ad9ea03501703d527,1,"Tomatoes are a fruit. ",FL_137|FL_101|FL_99|FL_103|FL_98,Context-sensitivity|Beliefbecauseofevidence|FL_78|Betting|Double-bookkeeping|Prediction|FL_80|Considered,Singlebookkeeping|Reallybelieve|Deepersense|FL_151|FL_150|FL_143,Dishonest2,Serious2
2026-03-23 15:57:45,2026-03-23 16:02:04,0,100.35.105.98,100,259,1,2026-03-23 16:02:04,R_5NzWhpQuXZHHlnP,,,,,40.7597,-74.1836,anonymous,EN,1,69bb018e761c187922d0ccd0,4,NYC is an island and likely to have flooding problems.,,,,,,,,,88,87,3,100,1,98,19,68,78,57,14,1,6,,88,,77,100,70,22,1,5,69bb018e761c187922d0ccd0,1,NYC is an island and likely to have flooding problems.,FL_98|FL_103|FL_99|FL_101|FL_137,Betting|FL_78|Context-sensitivity|Prediction|Double-bookkeeping|Beliefbecauseofevidence|Considered|FL_80,FL_150|FL_143|FL_151|Reallybelieve|Singlebookkeeping|Deepersense,Dishonest,Serious
2026-03-23 15:57:11,2026-03-23 16:02:08,0,47.200.67.113,100,296,1,2026-03-23 16:02:08,R_7QVuycWO55RBgzN,,,,,27.0602,-82.3533,anonymous,EN,1,69ac80094c5494db959077d6,,,5,,4,"The number of galaxies, stars, and worlds there are in the universe is wild - septillions?!",,,,,92,88,3,100,1,83,25,27,73,0,0,1,0,,,0,100,100,87,30,2,2,69ac80094c5494db959077d6,1,"The number of galaxies, stars, and worlds there are in the universe is wild - septillions?!",FL_99|FL_101|FL_137|FL_98|FL_103,Context-sensitivity|FL_78|FL_80|Beliefbecauseofevidence|Betting|Prediction|Double-bookkeeping|Considered,Deepersense|FL_143|FL_151|FL_150|Reallybelieve|Singlebookkeeping,Dishonest,Serious2
2026-03-23 15:59:12,2026-03-23 16:02:21,0,174.244.231.210,100,188,1,2026-03-23 16:02:21,R_3DqBdOElOlbK5Bi,,,,,37.0578,-76.46,anonymous,EN,1,5e1b10cc8e55e133d9c51dcd,,,,,,,5,,4,Honey never spoils.,79,78,3,84,1,84,8,54,12,22,18,1,,17,,20,78,93,85,42,1,2,5e1b10cc8e55e133d9c51dcd,1,Honey never spoils.,FL_103|FL_137|FL_98|FL_101|FL_99,Betting|Prediction|FL_78|Beliefbecauseofevidence|Considered|FL_80|Double-bookkeeping|Context-sensitivity,Reallybelieve|Singlebookkeeping|Deepersense|FL_143|FL_151|FL_150,Dishonest2,Serious2
2026-03-23 16:00:11,2026-03-23 16:02:31,0,5.133.47.97,100,139,1,2026-03-23 16:02:31,R_2NxiWBXp9TTj7fB,,,,,53.7817,-1.7776,anonymous,EN,1,5b68c9eb87af310001584803,,,4,There is a higher power like god,,,,,,,78,99,3,96,1,82,20,92,71,87,18,1,,14,,18,90,85,81,29,2,5,5b68c9eb87af310001584803,1,There is a higher power like god,FL_99|FL_101|FL_137|FL_103|FL_98,Considered|Double-bookkeeping|Beliefbecauseofevidence|FL_78|FL_80|Context-sensitivity|Prediction|Betting,Deepersense|Reallybelieve|FL_150|FL_151|Singlebookkeeping|FL_143,Dishonest2,Serious2
2026-03-23 15:55:44,2026-03-23 16:02:50,0,149.13.192.94,100,425,1,2026-03-23 16:02:50,R_2zOBqSCJUez8OLY,,,,,52.0526,-2.7179,anonymous,EN,1,56cefc4cb009e1000aa73684,,,4,"Bad people go to hell, good people go to heaven ",,,,,,,61,100,3,100,1,76,15,14,56,0,2,3,,0,,,85,100,88,,,,56cefc4cb009e1000aa73684,1,"Bad people go to hell, good people go to heaven ",FL_99|FL_101|FL_98|FL_103|FL_137,Context-sensitivity|Considered|Betting|Double-bookkeeping|FL_78|Prediction|Beliefbecauseofevidence|FL_80,Reallybelieve|FL_150|Deepersense|Singlebookkeeping|FL_143|FL_151,Dishonest2,
